name,occurrences,essays
"Einaudi Giulio","7","il dottor Jekyll tradotto da Fruttero & Lucentini;Ricordo di Bobi Bazlen;Non darò più fiato alle trombe;Queneau e I fiori blu;L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;Filosofia e letteratura;Le amiche e Pavese (lettera aperta a Michelangelo Antonioni);Per Fourier: 1. La società amorosa;Intervista di Alberto Arbasino;"
"Einaudi Luigi","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Ricordo di Scotellaro;"
"Einstein Albert","6","L'antitesi operaia;Brecht;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;Ilya Prigogine e Isabelle Stengers, La nuova alleanza;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;I nostri nervi;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;"
"Eiriz Antonia","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Calvert Casey;"
"Eisenhart Willy","2","Il mare dell'oggettività;I francobolli degli stati d'animo;"
"Eisenhower Dwight","1","Due interviste su scienza e letteratura;Il tramonto della luna;"
"Eisenstein Sergej Mikhailovi√®","2","Filosofia e letteratura;Sciolti dal «giuramento»;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"El Edrisi","1","Natura e storia nel romanzo;Il viandante nella mappa;"
"El Greco (Domenico Theotokopulos)","2","Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Grassi e magri;"
"Eliot George","2","Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;La «Biblioteca romantica» Mondadori;"
"Eliot Thomas Stearns","9","Tre correnti del romanzo italiano d'oggi;5. Molteplicità;La sfida al labirinto;L'oceano e il ragazzo di Giuseppe Conte;Primo Levi, La ricerca delle radici;Pavese e i sacrifici umani;L'antitesi operaia;Manniano all'incontrario;Marianne Moore;Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;"
"Eloisa","1","Due interviste su scienza e letteratura;Del prendere posizione;"
"Elorza Antonio","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Situazione 1978;"
"Eluard Paul","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Emerson Ralph Waldo","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Situazione 1978;"
"Emilio Paolo Lucio","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Empedocle","1","Cyrano sulla Luna;"
"Engel Robert","1","Filosofia e letteratura;La paura di sbagliare;"
"Engels Friedrich","10","Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Le età dell'uomo;I ritratti del Duce;Bibliografia della critica;Gli dèi della città;L'antitesi operaia;La filosofia di Raymond Queneau;L'italiano, una lingua tra le altre lingue;Saremo come Omero!;"
"Ensslin Gudrun","1","Filosofia e letteratura;Anni di piombo di Margarethe von Trotta;"
"Enzensberger Christian","1","Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;"
"Enzensberger Hans Magnus","5","Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);Filosofia e letteratura;Charlot e i finti tonti;Luis Butiuel;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);La città di domani;"
"Epicuro","1","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;"
"Erasmo da Rotterdam","2","Il mondo alla rovescia;Cartoline dall'America;Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Erizzo Sebastiano","1","Tre correnti del romanzo italiano d'oggi;2. Rapidità;"
"Ernst Max","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Lo sguardo da lontano di Claude Lévi-Strauss;"
"Erodoto","3","L'antitesi operaia;Viaggio, dialogo, utopia;Vittorini: progettazione e letteratura;La «Einaudi Biblioteca Giovani»;Perché leggere i classici;"
"Escarpit Robert","1","Definizioni di territori: il fantastico;Diario americano 1960;"
"Escher Maurits Cornelis","1","Tre correnti del romanzo italiano d'oggi;4. Visibilità;"
"Eschilo","4","Filosofia e letteratura;Su Pasolini: una risposta a Moravia;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Esopo","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Esslin Martin","1","L'antitesi operaia;La filosofia di Raymond Queneau;"
"Euclide","2","Il mare dell'oggettività;La luce negli occhi;Tre correnti del romanzo italiano d'oggi;3. Esattezza;"
"Eulero Leonardo (Leonhard Euler)","1","L'antitesi operaia;Perec, La vita istruzioni per l'uso;"
"Evans Donald","4","Il mare dell'oggettività;I francobolli degli stati d'animo;"
"Evola Julius","1","L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;"
"Eyck Hubert van","2","Natura e storia nel romanzo;I livelli della realtà in letteratura;Il mare dell'oggettività;La luce negli occhi;"
"Fabre Jean Henri","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Fabrizi Franco","1","Filosofia e letteratura;La paura di sbagliare;"
"Fadeev Aleksandr","3","L'antitesi operaia;Aleksandr Fadeev, La disfatta;Pasternak e la rivoluzione;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Faivre Claude","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Falchi Persio","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Falconi Carlo","1","Vittorini: progettazione e letteratura;Libri per la discussione;"
"Faldella Giovanni","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Fallada Hans (Rudolf Ditzen)","1","La sfida al labirinto;Silvio Micheli, Pane duro;"
"Falqui Enrico","1","II romanzo come spettacolo;Palomar nel Massachusetts;"
"Falzoni Giordano","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;"
"Fanfani Amintore","1","Due interviste su scienza e letteratura;11 paese non può attendere;"
"Fanon Frantz","1","L'antitesi operaia;Manniano all'incontrario;"
"Farinacci Roberto","3","Natura e storia nel romanzo;L'estremismo;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Squadristi in pullman;"
"Fast Howard Melvin","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Fatica Ottavio","1","il dottor Jekyll tradotto da Fruttero & Lucentini;"
"Faulkner William","12","Natura e storia nel romanzo;Prima dell'alfabeto;Tre correnti del romanzo italiano d'oggi;Le sculture e i nomadi;Vittorini: progettazione e letteratura;Lettera di uno scrittore «minore»;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;La sfida al labirinto;Pavese in tre libri;Le poesie politiche di Pavese;L'antitesi operaia;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Le sorti del romanzo;La «Biblioteca romantica» Mondadori;Furti ad arte (conversazione con Tullio Pericoli);Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;"
"Federzoni Luigi","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"FedinKonstantin Aleksandrovi√®'","1","La sfida al labirinto;il futuro ha un cuore antico di Carlo Levi;"
"Fellini Federico","7","Filosofia e letteratura;Le amiche e Pavese (lettera aperta a Michelangelo Antonioni);Quattro domande sul cinema italiano;E la nave va di Federico Fellini;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Vittorio Metz;"
"Felter Pietro","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Fenton Charles A.","1","L'antitesi operaia;Hemingway e noi;"
"Ferdinando il Cattolico","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
"Ferida Luisa","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Ferlinghetti Lawrence","1","Il mondo alla rovescia;Cartoline dall'America;"
"Ferrata Giansiro","5","Pavese: essere e fare;Ariosto: la struttura dell'Orlando Furioso;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;La «belle époque» inaspettata;La conoscenza pulviscolare in Stendhal;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Celeste Negarville;Gli anni dell'«Unità»;"
"Ferrero Ernesto","1","Natura e storia nel romanzo;Le meraviglie della cronaca nera;"
"Ferretti Gian Carlo","5","Per chi si scrive? (Lo scaffale ipotetico);La squadratura (per Giulio Paolini);Vittorini: progettazione e letteratura;Gian Carlo Ferretti, Il best-seller all'italiana;"
"Ferrieri Enzo","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Fiedler Leslie","3","Natura e storia nel romanzo;Il museo dei mostri di cera;Dialogo di due scrittori in crisi;Washington Irving;"
"Fielding Henry","1","La città pensata: la misura degli spazi;"
"FieschiJean-AndreÃÅ","1","Film e romanzo;"
"Figueroa Gabriel","1","Filosofia e letteratura;La paura di sbagliare;"
"Figurelli Maurizio","1","La sfida al labirinto;Luigi Malerba, Le parole abbandonate;"
"Finamore Gennaro","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Fink Guido","2","Vittorini: progettazione e letteratura;Lettera di uno scrittore «minore»;Furti ad arte (conversazione con Tullio Pericoli);"
"Finzi Gilberto","1","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"Firdusi","1","Dialogo di due scrittori in crisi;Le sette principesse di Nezami;"
"Fitzgerald Francis Scott","2","L'antitesi operaia;Hemingway e noi;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;"
"Flaubert Gustave","37","Natura e storia nel romanzo;Usi politici giusti e sbagliati della letteratura;La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);II romanzo come spettacolo;Palomar nel Massachusetts;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;I Promessi Sposi: il romanzo dei rapporti di forza;I livelli della realtà in letteratura;Scrittori che disegnano;Tre correnti del romanzo italiano d'oggi;3. Esattezza;5. Molteplicità;Appendice: Cominciare e finire;Pavese: essere e fare;Honoré de Balzac, I piccoli borghesi;Carlo Collodi, Pinocchio;Joseph Conrad scrittore poeta e uomo di mare;I capitani di Conrad;Dialogo di due scrittori in crisi;Gustave Flaubert, Trois contes;Cento anni di Maupassant;Guy de Maupassant, Pierre et Jean;L'isola del tesoro ha il suo segreto;Roberto Calasso, La rovina di Kasch;La ragazza di Bube di Carlo Cassola;Fruttero & Lucentini, Il palio delle contrade morte;Natalia Ginzburg o le possibilità del romanzo borghese;Notizia su Giorgio Manganelli;Un'amara serenità;Lettera a Pratolini sul Metello;L'antitesi operaia;Manniano all'incontrario;Ricordo di Georges Perec;Perec, La vita istruzioni per l'uso;La filosofia di Raymond Queneau;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Fleming Alexander","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fleming e borsa nera, De Broglie e Bikini, Picasso e l'ortolano;"
"FlescherJoakim","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Flora Francesco","2","Le donne di Messina;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Foa Vittorio","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ritratto di Massimo Mila;"
"Fogazzaro Antonio","3","L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;Taccuino di viaggio nell'Unione Sovietica;"
"Folengo Teofilo","2","Vittorini: progettazione e letteratura;Libri di cavalleria: Tírant lo Blanc;"
"Fontenelle Bernard Le Bovier de","2","Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Perché leggere i classici;"
"Force Mme de la","1","L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;"
"FordJohn","4","Natura e storia nel romanzo;La Colonna Traiana raccontata;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Forster Edward Morgan","2","Vittorini: progettazione e letteratura;Sul tradurre;"
"Fortini Franco","21","La sfida al labirinto;L'oceano e il ragazzo di Giuseppe Conte;Carlo Levi, Il quaderno a cancelli;L'italiano, una lingua tra le altre lingue;Omaggio a Gore Vidal;Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);Letteratura e potere (su un saggio di Alberto Asor Rosa);Natura e storia nel romanzo;L'estremismo;Appendice: Sotto quella pietra;Foglio di via di Franco Fortini;Un'amara serenità;Ricordo di Fortunato Seminara;La letteratura italiana sulla Resistenza;Gian Carlo Ferretti, Il best-seller all'italiana;Libri per la discussione;La «tematica industriale»;Perché leggere i classici;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);L'agio dei libri;Per Fourier: 2. L'ordinatore dei desideri;Il dialetto;Situazione 1978;"
"Fortunato Giustino","1","L'antilingua;Le parità e le storie morali dei nostri villani di Serafino Amabile Guastella;"
"Foscolo Ugo","3","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Foucault Michel","3","Natura e storia nel romanzo;I Promessi Sposi: il romanzo dei rapporti di forza;In memoria di Roland Barthes;Colloquio con Ferdinando Camon;"
"Fourier Charles","44","Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Le virtù sorridenti (per Ada Gobetti);Colloquio con Ferdinando Camon;Per Fourier: 2. L'ordinatore dei desideri;Natura e storia nel romanzo;Il segreto di Albe Steiner;Ricordo di Franco Antonicelli;Situazione 1978;Sono stato stalinista anch'io?;L'estate del '56;Le età dell'uomo;I ritratti del Duce;La mia città è New York;Intervista di Maria Corti;Una pietra sopra;Lezioni americane;Narratori, poeti, saggisti;Altri discorsi dí letteratura e società;Scritti di politica e costume;Descrizioni e reportages;Pagine autobiografiche;Bibliografia della critica;Indice dei nomi;Per Fourier: 3. Commiato. L'utopia pulviscolare;Appendice: Sotto quella pietra;La «belle époque» inaspettata;Giammaria Ortes;La filosofia di Raymond Queneau;"
"FourierJoseph","1","La filosofia di Raymond Queneau;"
"Fournier Henri-Alban (detto Alain-Fournier)","1","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;"
"Fra Mauro","1","Natura e storia nel romanzo;Il viandante nella mappa;"
"France Anatole","3","Natura e storia nel romanzo;Scrittori che disegnano;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Ricordo di Scotellaro;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Francesco I- imperatore d'Austria","1","Natura e storia nel romanzo;La Colonna Traiana raccontata;"
